,Player name,Appearances,Goals,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Tackles,Tackle success %,Blocked shots,Interceptions,Clearances,Headed clearances,Recoveries,Duels won,Duels lost,Succesful 50/50s,Aerial battles won,Aerial battles lost,Errors leading to goal
697,Charlie Patino,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
698,Nathan Patterson,10,0,1,4,2,10,34,41%,0,4,10,22,13,0,51,51,31,6,6,8,0,0,0,275,27.50,1,17,6%,1,9,1,0,5,1,0,0,0,0,0,,
699,Lewis Payne,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
700,Ben Pearson,5,0,2,3,0,0.00,0,0,0,0,0,1,1,100%,0,0,0,84,16.80,0,0,0%,0,7,1,0,7,0,6,33%,0,1,2,0,11,10,11,0,2,4,0
701,Myles Peart-Harris,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
702,Pedro Neto,81,9,27,31,9,0.11,0,2,7,0,0,106,33,31%,2,9,10,"1,761",21.74,19,335,11,0,45,11,37,35,46,10,5,,,,,,,,,,,
703,Facundo Pellistri,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
704,Nicolas Pépé,80,16,37,25,16,0.20,0,3,13,2,0,121,48,40%,8,8,9,"1,654",20.68,10,203,5,1,33,12,60,27,28,18,11,,,,,,,,,,,
705,Ayoze Pérez,220,45,74,96,45,0.20,6,33,6,1,0,318,133,42%,8,27,18,"4,066",18.48,30,224,11,1,219,53,279,75,147,107,45,,,,,,,,,,,
706,Ivan Perisic,15,0,9,4,0,0.00,0,0,0,0,0,10,2,20%,2,2,4,315,21.00,5,84,33%,0,15,2,0,11,3,16,63%,2,9,7,3,47,31,53,7,8,14,0
707,Sonny Perkins,1,0,0,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,1,1.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
708,Romain Perraud,33,2,6,17,3,50,59,61%,0,17,31,50,14,1,114,116,130,13,20,35,0,0,3,837,25.36,5,106,11%,2,16,4,0,41,3,2,0,1,1,2,,
709,Cameron Peupion,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
710,Philippe Coutinho,183,46,90,44,46,0.25,1,41,4,0,5,563,179,32%,13,19,38,"7,592",41.49,57,474,26%,155,331,10,1,101,36,268,76%,196,99,50,12,794,893,"1,072",376,39,164,0
711,Nathaniel Phillips,19,1,13,3,7,12,24,63%,0,3,22,82,44,2,97,134,84,2,100,50,0,0,1,"1,199",63.11,1,1,0%,0,53,2,0,21,0,1,1,0,0,0,,
712,Jaden Philogene,"
      2
  ","
      0
  ","
      2
  ","
      0
  ","
      0
  ","
        2
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
        0%
  ","
      0
  ","
      0
  ","
      0
  ","
      6
  ","
        3
  ","
      0
  ","
      0
  ","
        0%
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      1
  ","
      0
  ","
        0%
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      1
  ","
      1
  ","
      3
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  "
713,Jordan Pickford,225,57,73,102,722,4,123,135,48,98,939,"1,819",57,330,17,0,9,0,5,0,1,"6,949",30.88,"1,928",,,,,,,,,,,,,,,,,
714,Ethan Pinnock,39,1,12,18,9,56,55,69%,1,4,51,204,131,0,168,251,119,10,170,85,1,1,1,"1,672",42.87,2,22,18%,0,80,1,0,11,1,1,0,0,1,0,,
715,Cameron Plain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
716,Luke Plange,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
717,Paul Pogba,157,29,84,28,29,0.18,4,22,3,7,0,362,127,35%,11,28,38,"9,296",59.21,31,139,14%,80,710,29,2,267,17,205,68%,99,122,168,112,960,"1,108","1,031",320,313,209,1
718,Nick Pope,156,53,53,54,512,2,61,185,26,118,683,"1,214",53,180,5,0,8,0,3,0,0,"4,156",26.64,"1,310",,,,,,,,,,,,,,,,,
719,Freddie Potts,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
720,Ian Poveda-Ocampo,14,0,4,6,0,0.00,0,0,0,0,0,5,3,60%,0,0,0,111,7.93,3,9,0,0,5,2,5,2,1,2,0,,,,,,,,,,,
721,Dennis Praet,49,2,25,17,2,0.04,0,2,0,0,0,25,5,20%,1,0,3,900,18.37,5,44,14%,4,31,3,0,34,1,56,57%,12,25,17,9,135,102,154,21,8,29,0
722,Aaron Pressley,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
723,Isaac Price,1,0,0,1,0,0.00,0,0,0,0,0,1,0,0%,0,1,0,2,2.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,1,0,0,0,0
724,Christian Pulisic,87,20,40,24,20,0.23,2,7,11,0,0,144,56,39%,2,20,9,"1,924",22.11,12,89,12%,7,40,5,0,50,11,61,57%,35,25,27,11,205,353,494,134,55,128,0
725,Jarell Quansah,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
726,Daniel Quick,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
727,Sebastian Quirk,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
728,Luka Racic,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
729,Jesurun Rak-Sakyi,2,0,1,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,24,12.00,0,2,50%,0,0,0,0,1,0,0,0%,0,1,0,0,6,3,7,0,0,1,0
730,Calvin Ramsay,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
731,Aaron Ramsdale,123,29,49,61,394,1,46,71,20,53,546,808,29,175,3,0,2,0,1,0,1,"3,310",26.91,706,,,,,,,,,,,,,,,,,
732,Jacob Ramsey,71,8,26,32,8,0.11,0,5,3,0,0,55,17,31%,1,3,3,"1,637",23.06,3,41,17%,3,45,10,0,59,4,108,63%,19,41,37,13,224,254,265,41,28,58,0
733,Darren Randolph,34,7,12,15,91,1,9,33,8,16,102,285,7,61,5,0,1,0,0,0,0,900,26.47,324,,,,,,,,,,,,,,,,,
734,Raphinha,65,17,24,28,17,0.26,0,1,16,4,2,155,49,32%,10,10,12,"1,950",30.00,22,327,10,0,53,28,85,45,58,51,35,,,,,,,,,,,
735,Marcus Rashford,218,63,113,46,63,0.29,5,50,8,6,1,433,192,44%,10,58,34,"4,812",22.07,39,329,19,1,134,100,105,110,50,86,45,,,,,,,,,,,
736,David Raya,39,12,14,13,142,0,11,49,10,23,192,322,12,52,2,0,1,0,1,0,0,"1,531",39.26,415,,,,,,,,,,,,,,,,,
737,Jadan Raymond,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
738,Tim Ream,61,0,14,34,8,114,69,52%,3,0,92,266,93,3,285,193,161,12,98,91,0,1,1,"2,746",45.02,1,7,14%,0,147,3,0,25,1,0,0,0,0,0,,
739,Nathan Redmond,264,28,67,127,28,0.11,1,23,3,0,0,451,150,33%,15,18,26,"7,114",26.95,50,613,23%,35,284,13,1,200,54,302,63%,130,132,95,27,"1,093","1,085","1,349",474,92,244,1
740,Harrison Reed,62,2,19,23,2,0.03,0,2,0,0,0,28,10,36%,2,1,3,"2,202",35.52,3,51,27%,0,71,10,0,62,1,114,69%,7,81,56,21,277,220,240,21,41,62,0
741,Sergio Reguilón,52,2,28,14,13,56,87,56%,0,14,63,80,42,0,233,231,233,41,60,59,1,1,6,"1,971",37.90,9,146,27%,1,60,9,0,48,2,2,0,0,2,0,,
742,Renan Lodi,7,0,2,5,0,19,10,60%,0,2,10,10,6,1,34,31,22,5,3,2,0,0,0,182,26.00,0,19,5%,0,9,1,0,7,0,0,0,0,0,0,,
743,Ricardo Pereira,92,6,41,35,23,111,305,58%,3,20,141,228,118,1,504,700,596,153,134,150,0,0,12,"4,106",44.63,18,193,16%,8,123,14,0,110,2,6,1,3,2,2,,
744,Declan Rice,182,7,68,72,7,0.04,1,6,0,1,0,129,35,27%,7,7,10,"8,430",46.32,8,110,25%,7,543,23,0,120,5,425,56%,34,302,278,142,"1,331",869,626,164,239,179,2
745,Taylor Richards,2,0,0,2,0,0.00,0,0,0,0,0,1,0,0%,0,0,0,27,13.50,0,0,0%,0,2,0,0,1,0,1,0%,1,0,0,0,3,3,3,0,1,0,0
746,Richarlison,183,48,72,74,48,0.26,11,23,13,4,0,434,142,33%,11,45,18,"3,788",20.70,33,234,32,2,187,104,282,127,82,181,127,,,,,,,,,,,
747,Jairo Riedewald,68,2,19,34,2,0.03,0,0,2,0,0,12,2,17%,0,1,0,"1,198",17.62,2,12,33%,1,47,4,0,29,0,62,56%,5,59,57,23,182,115,103,25,20,20,0
748,Matt Ritchie,165,11,47,73,11,0.07,1,1,9,1,0,227,53,23%,5,7,24,"5,062",30.68,34,962,26%,16,290,31,0,184,9,225,66%,87,175,237,115,770,605,758,70,139,246,1
749,Roberto Firmino,244,78,151,36,78,0.32,17,42,18,2,0,567,246,43%,13,71,49,"8,358",34.25,66,192,12,0,239,70,325,162,94,78,59,,,,,,,,,,,
750,Haydon Roberts,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
751,Andrew Robertson,230,8,131,49,70,228,356,64%,4,29,237,412,176,5,"1,325",736,685,154,154,144,0,2,53,"13,416",58.33,62,"1,199",20%,13,476,27,1,127,23,8,4,0,4,3,,
752,Antonee Robinson,41,0,8,18,7,45,67,60%,0,4,48,87,59,0,220,192,138,59,50,29,0,0,0,"1,525",37.20,4,142,26%,0,54,8,1,29,2,0,0,0,0,0,,
753,Joel Robles,51,17,20,19,142,0,26,82,17,25,191,439,17,64,4,0,4,0,2,0,1,"1,354",26.55,346,,,,,,,,,,,,,,,,,
754,Marc Roca,14,1,4,7,1,0.07,0,0,1,0,0,14,6,43%,0,1,1,590,42.14,1,22,5%,0,35,3,0,14,0,31,61%,7,14,8,2,76,55,46,8,9,5,0
755,Marek Rodák,4,1,0,2,6,0,3,2,0,2,9,22,1,7,0,0,0,0,0,0,0,99,24.75,25,,,,,,,,,,,,,,,,,
756,Kaden Rodney,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
757,Joe Rodon,15,0,8,4,2,15,14,64%,1,0,21,42,21,0,39,46,18,0,24,15,0,1,0,464,30.93,0,0,0%,0,18,0,0,2,1,0,0,0,0,0,,
758,Rodri,115,12,83,17,12,0.10,4,7,1,1,0,121,35,29%,3,2,9,"9,432",82.02,7,33,24%,8,572,20,0,148,4,220,60%,32,104,142,90,924,643,456,78,257,111,2
759,Rodrigo,87,23,29,40,23,0.26,5,3,15,2,0,152,55,36%,7,9,5,"1,859",21.37,14,87,13,0,61,13,59,44,30,57,35,,,,,,,,,,,
760,Rodrigo Muniz,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
761,James Rodríguez,23,6,8,8,6,0.26,0,3,3,0,0,37,18,49%,0,0,4,"1,031",44.83,11,88,19%,8,99,4,0,17,6,28,61%,9,15,1,0,123,108,112,34,6,10,0
762,Mads Roerslev,28,1,11,11,3,33,29,52%,0,1,18,36,16,0,70,56,86,4,14,26,0,0,1,417,14.89,3,46,26%,1,14,1,0,19,2,1,0,0,1,0,,
763,Morgan Rogers,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
764,Cristian Romero,30,1,16,10,6,34,81,62%,1,2,44,94,53,0,193,172,109,14,60,38,0,2,0,"1,752",58.40,0,0,0%,3,88,9,0,36,2,1,0,1,0,0,,
765,Oriol Romeu,239,7,82,90,7,0.03,1,5,1,0,0,151,31,21%,2,4,3,"10,764",45.04,19,43,33%,17,561,63,0,327,5,613,65%,49,407,310,123,"1,543","1,329","1,193",138,399,359,0
766,Connor Ronan,1,0,0,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,3,3.00,0,1,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
767,Salomón Rondón,167,36,45,77,36,0.22,12,13,9,0,1,358,112,31%,11,34,15,"3,134",18.77,13,96,11,2,156,110,55,92,41,154,109,,,,,,,,,,,
768,Zeno Rossi,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
769,Joe Rothwell,2,0,0,2,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,8,4.00,0,0,0%,0,0,0,0,1,0,0,0%,0,0,0,0,1,1,3,1,0,0,0
770,Rúben Dias,73,3,55,8,31,47,56,63%,0,9,70,179,92,0,284,237,176,11,139,88,1,0,4,"5,874",80.47,4,5,40%,2,231,9,0,58,3,3,2,0,1,0,,
771,Rúben Neves,156,19,55,61,19,0.12,1,18,0,7,3,271,65,24%,4,0,8,"8,729",55.96,13,141,20%,39,924,40,0,149,1,331,50%,91,255,194,93,"1,158",586,623,75,117,127,1
772,Rúben Vinagre,37,0,14,12,2,22,46,63%,0,2,27,33,16,0,115,118,126,36,17,31,0,0,0,626,16.92,3,88,20%,1,16,2,0,21,1,0,0,0,0,0,,
773,John Ruddy,123,25,33,57,396,2,51,177,77,71,498,"1,117",25,194,12,0,3,1,1,0,0,"2,623",21.33,741,,,,,,,,,,,,,,,,,
774,Antonio Rüdiger,133,9,74,28,53,118,172,62%,0,30,118,390,209,2,824,550,413,24,297,194,2,2,1,"9,758",73.37,6,36,19%,21,599,23,0,124,4,9,6,2,1,2,,
775,Rúnar Rúnarsson,1,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,9,9.00,0,,,,,,,,,,,,,,,,,
776,Carl Rushworth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
777,Dominic Sadi,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
778,Allan Saint-Maximin,93,12,35,34,12,0.13,1,10,1,0,0,152,66,43%,2,11,16,"1,658",17.83,23,136,7,0,53,22,42,46,28,7,1,,,,,,,,,,,
779,Romain Saïss,110,9,43,42,30,121,169,68%,0,9,191,439,243,3,566,574,418,28,324,206,0,2,1,"5,574",50.67,5,44,16%,2,410,25,1,129,6,9,5,2,2,4,,
780,Bukayo Saka,111,21,59,32,21,0.19,1,5,15,3,0,200,64,32%,6,13,21,"3,163",28.50,21,382,16,0,107,45,116,75,67,57,14,,,,,,,,,,,
781,William Saliba,14,2,12,1,6,11,22,55%,0,0,9,38,20,0,120,48,28,4,19,13,1,0,1,939,67.07,1,1,100%,0,36,4,0,10,0,2,1,0,1,0,,
782,Mohammed Salisu,60,0,14,28,7,101,156,57%,1,6,110,250,120,2,385,348,228,29,151,96,2,2,1,"2,797",46.62,2,25,20%,1,147,13,1,66,2,0,0,0,0,0,,
783,Brice Samba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
784,Albert Sambi Lokonga,25,0,15,7,0,0.00,0,0,0,0,0,20,8,40%,0,0,0,958,38.32,1,2,50%,7,43,5,0,13,0,23,83%,4,18,13,9,86,65,49,4,19,22,1
785,Ishé Samuels-Smith,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
786,Robert Sánchez,78,25,25,25,200,0,16,78,13,16,367,505,25,88,1,0,6,1,3,0,0,"2,730",35.00,450,,,,,,,,,,,,,,,,,
787,Jadon Sancho,39,5,17,11,5,0.13,0,5,0,0,0,33,13,39%,0,3,4,"1,220",31.28,5,35,0,0,7,10,18,11,19,6,4,,,,,,,,,,,
788,Dion Sanderson,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
789,Philippe Sandler,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
790,Morgan Sanson,20,0,7,9,0,0.00,0,0,0,0,0,3,0,0%,0,0,0,294,14.70,0,24,13%,3,9,3,0,9,2,19,63%,0,14,3,2,52,66,45,17,8,10,1
791,Matija Sarkic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
792,Jeremy Sarmiento,7,0,1,2,0,0.00,0,0,0,0,0,1,0,0%,0,0,0,19,2.71,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,
793,Malang Sarr,8,0,5,2,2,7,14,50%,1,0,11,19,11,0,36,28,22,0,13,7,0,0,0,467,58.38,1,4,25%,2,14,2,0,8,0,0,0,0,0,0,,
794,Charlie Savage,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
795,Christian Saydee,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
796,Charlie Sayers,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
797,Gianluca Scamacca,13,2,4,8,2,0.15,0,2,0,0,0,25,7,28%,0,3,0,147,11.31,1,1,3,0,14,5,8,8,2,4,3,,,,,,,,,,,
798,Oliver Scarles,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
799,Dane Scarlett,2,0,2,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,1,0.50,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
800,Fabian Schär,103,10,42,39,24,121,144,56%,0,20,193,416,201,5,534,458,416,44,194,186,0,3,3,"4,013",38.96,5,49,10%,8,477,29,1,111,9,10,2,6,2,0,,
801,Kjell Scherpen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
802,Jeffrey Schlupp,219,17,77,88,17,0.08,2,4,11,0,0,193,56,29%,1,13,11,"4,606",21.03,16,250,18%,8,203,21,0,182,3,382,67%,60,225,269,139,827,"1,059","1,117",243,273,355,1
803,Kasper Schmeichel,284,82,122,95,814,7,120,188,91,161,996,"2,204",82,370,7,2,13,0,0,0,0,"8,318",29.29,"2,375",,,,,,,,,,,,,,,,,
804,Kristian Sekularac,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
805,Marcos Senesi,12,0,2,7,2,25,22,59%,0,0,16,52,26,0,48,34,23,1,7,9,0,0,0,431,35.92,1,3,33%,0,35,1,0,7,0,0,0,0,0,0,,
806,Jean Michaël Seri,32,1,6,21,1,0.03,0,1,0,0,0,19,6,32%,1,1,2,"1,592",49.75,7,108,36%,2,98,6,0,32,1,41,68%,7,32,14,6,158,93,112,16,14,20,2
807,Steven Sessegnon,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
808,Jamie Shackleton,27,0,8,13,0,0.00,0,0,0,0,0,4,1,25%,0,0,0,538,19.93,0,6,17%,0,6,4,0,16,1,37,59%,1,17,12,5,75,64,65,14,6,21,0
809,Xherdan Shaqiri,129,22,53,44,22,0.17,1,3,18,0,3,198,64,32%,4,10,20,"3,438",26.65,36,577,26%,60,188,14,0,90,30,77,55%,55,45,15,8,480,351,500,127,18,55,0
810,Teddy Sharman-Lowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
811,Luke Shaw,218,2,96,53,59,209,356,71%,3,34,208,531,258,0,"1,011","1,060",868,202,329,252,1,2,16,"9,662",44.32,29,746,25%,12,245,48,1,226,13,2,0,0,2,2,,
812,Jonjo Shelvey,270,23,100,105,23,0.09,1,19,3,2,2,441,137,31%,14,18,27,"11,108",41.14,35,733,24%,72,"1,262",44,5,227,12,328,66%,121,255,232,86,"1,448",719,756,163,145,134,4
813,Joe Sheridan,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
814,Shola Shoretire,3,0,2,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,11,3.67,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
815,Abdallah Sima,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
816,Dynel Simeu,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
817,Ellis Simms,1,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,12,12.00,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,
818,Kamarai Simon-Swyer,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
819,Xavier Simons,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
820,Viljami Sinisalo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
821,Luis Sinisterra,9,2,1,5,2,0.22,0,1,1,0,0,10,3,30%,1,1,0,189,21.00,0,4,1,1,6,3,11,4,6,1,1,,,,,,,,,,,
822,Moussa Sissoko,295,16,126,116,16,0.05,2,13,1,0,0,244,78,32%,3,23,25,"10,342",35.06,36,494,23%,65,342,44,2,331,26,354,74%,60,216,258,162,"1,624","1,311","1,643",455,319,406,1
823,Oliver Skipp,39,0,24,9,0,0.00,0,0,0,0,0,7,2,29%,0,0,0,"1,076",27.59,1,13,23%,4,27,7,0,23,1,44,59%,2,13,15,6,102,94,82,6,24,17,0
824,Cieran Slicker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
825,Gabriel Slonina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
826,Thierry Small,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
827,William Smallbone,16,0,5,7,0,0.00,0,0,0,0,0,8,1,13%,1,0,2,312,19.50,0,14,14%,0,15,0,0,7,0,20,60%,2,5,2,1,56,35,45,0,6,24,0
828,Matt Smith,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
829,Emile Smith Rowe,59,12,33,18,12,0.20,0,7,5,0,0,55,30,55%,1,6,6,"1,548",26.24,8,65,12%,5,23,1,0,11,6,30,53%,12,26,22,10,192,129,147,46,11,29,0
830,Alex Smithies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
831,Joe Snowdon,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
832,Dominic Solanke,76,7,25,34,7,0.09,1,5,1,0,0,90,31,34%,3,13,6,909,11.96,7,12,1,0,48,9,29,27,13,46,30,,,,,,,,,,,
833,Manor Solomon,1,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,3,3.00,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,
834,Son Heung-Min,245,96,140,59,96,0.39,4,53,39,1,1,538,248,46%,21,57,48,"6,032",24.62,57,634,6,2,100,134,165,136,88,56,24,,,,,,,,,,,
835,Andreas Söndergaard,"
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
      0
  ","
        0
  ","
      0
  ",,,,,,,,,,,,,,,,,
836,Jude Soonsup-Bell,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
837,Tomás Soucek,101,19,40,39,19,0.19,6,10,2,0,0,146,49,34%,1,7,3,"3,872",38.34,6,28,18%,0,199,11,1,139,6,220,51%,33,160,258,163,540,790,687,28,472,372,0
838,Boubakary Soumaré,30,0,12,12,0,0.00,0,0,0,0,0,7,2,29%,0,0,1,910,30.33,0,5,20%,1,28,3,0,27,0,49,69%,0,26,33,18,113,126,97,17,35,19,0
