Nemanja Maksimovic
Emanuele Valeri
Giacomo Quagliata
Sergio Leon
Gonzalo Villar del Fraile
Isaac Success
Albin Ekdal
Franco Emanuel Cervi
Theo Bongonda Mbul'Ofeko Batombo
Bryan Ocampo
Davide Faraoni
Kaiky Fernandes Melo
Yan Valery
Nicolas Jackson
Paul Bernardoni
Erhan Masovic
Hugo Magnetti
Leonardo Carrilho Baptistao
Arne Maier
Luis Hernandez
Pol Lirola Kosok
Arthur Mendonca Cabral
Pierrick Capelle
Ibrahim Amadou
Antonio Sanabria
Luis Milla Manzanares
Valerio Verre
Florent Ogier
Samuel Moutoussamy
Mounaim El Idrissy
Sergio Herrera Piron
Gauthier Gallon
Gianluca Scamacca
Kike
Florian Flick
Aka Wilfried Kanga Aka
Omar Mascarell
Enzo Pablo Andia Roco
Romain Hamouma
Charles Monginda Pickel
Riad Nouri
Raphael Santos Borre Maury
Benjamin Leroy
Cyrille Barros Bayala
El Bilal Bilal Toure
Islam Slimani
Patrick Pentz
Alejandro Pozo Pozo
Houboulang Mendes
Alex Kral
Kelvin Amian
Ignatius Ganago
Samuel de Almeida Costa
Mattia Destro
Liam Henderson
Martin Adrian Satriano Costa
Kevin Lasagna
Mathias Pereira Lage
Kristoffer Askildsen
Lorenzo De Silvestri
Anthony Modeste
Emanuel Quartsin Gyasi
Sam Lammers
Fredrik Jensen
Stefan Mitrovic
Joseba Zaldua
Ruben Sobrino
Javier Puado Diaz
Thijs Dallinga
Jamie Vardy
Mostafa Mohamed Ahmed Abdallah
Benjamin Lecomte
Jeremy Le Douaron
Rasmus Winter Winther Hojlund
Ivan Alejo
Largie Ramazani
Ante Budimir
Manolo Gabbiadini
Federico San Emeterio Diaz
Valentin Mariano Jose Castellanos Gimenez
Cristhian Stuani
Nicolas Haas
Federico Bonazzoli
Grejohn Kyei
Jose Luis Morales
Bingourou Kamara
Neal Maupay
Clement Grenier
Thomas Henry
Kristijan Bistrovic
Jose Raul Gutierrez Parejo
Jose Antonio Antonio Morente Oliva
Leonardo Cesar Jardim
Portu
Dany Mota Carvalho
Lois Diony
Amine Salama
Yayah Kallon
Arnaut Danjuma Adam Adam Groeneveld
Cyriel Kolawole Dessers
Sargis Adamyan
Carles Perez Sayol
Mads Pedersen
Rafael Mir Vicente
Borja Mayoral
Marcos Andre de Sousa Mendonca
Assan Torrez Ceesay
Jose Antonio Ferrandez Pomares
Radamel Falcao
Jorgen Strand Strand Larsen
Alvaro Sanches Negredo
Nuno da Costa
Juan Carlose Carlos Martin Corral
Aleix Vidal
Ludovic Ajorque
Lucas Perez
Lucas Boye
Luca Pfeiffer
Sergio Asenjo
Hugo Duro Perales
Youssef En Nesyri
MBaye Niang
Ezequiel Ponce Martinez
Anthony Lozano
Sebastian Polter
Andrea Petagna
Kevin Spadanuda
Bevic Selad Moussiti-Oko
Shon Zalman Weissman
Abdallah Dipo Sima
Roger Marti Salvador
Francesco Caputo
Ezequiel Ponce Martinez
Anthony Lozano
Sebastian Polter
Andrea Petagna
