,"CHALLENGES WON, %",AIR CHALLENGES LOST,AIR CHALLENGES WON,FOULS,YELLOW CARDS,"AIR CHALLENGES, %",ASSISTS,EXPECTED ASSISTS (XA),PASSES INTO FINAL THIRD,CROSSES,"SUCCESSFUL DRIBBLES, %",TACKLES,PASS INTERCEPTIONS,ERRORS LEADING TO GOAL,BLOCKED SHOTS,CLEARANCES,"TACKLES WON, %",PASSES,"PASS COMPLETION, %",PASSING SPEED,GOALS,BIG CHANCES,"CONVERSION OF BIG CHANCES, %",SHOTS ON TARGET,"SHOTS ON TARGET CONVERSION RATE, %",EXPECTED GOALS (XG),GOALS WITH HEAD,XG CONVERSION
34,67.0,1.5,2.38,0.44,0.06,61.0,0.0,0.01,5.06,0.0,83.0,1.56,5.81,0.38,1.12,0.0,80.0,40.44,89.0,1.73,0.0,0.0,0.0,0.0,67.0,0.02,0.0,0.0
35,69.0,0.0,0.17,0.85,0.17,58.0,0.0,0.01,3.92,0.0,0.0,0.0,4.26,0.68,1.02,0.0,78.0,0.34,87.0,1.43,0.0,0.0,0.0,0.0,50.0,0.04,0.0,0.0
36,32.0,5.38,2.69,1.77,0.2,33.0,0.07,0.36,13.96,2.23,44.0,1.64,0.92,0.0,0.07,0.0,44.0,22.29,65.0,1.88,0.26,1.25,21.0,0.92,45.0,0.2,0.13,0.09
37,69.0,0.57,2.28,1.48,0.46,80.0,0.0,0.07,8.99,0.11,0.0,2.62,4.21,0.57,0.57,0.0,61.0,47.79,87.0,1.47,0.0,0.11,0.0,0.0,0.0,0.04,0.0,0.0
38,49.0,1.17,1.1,1.1,0.13,49.0,0.0,0.13,22.35,3.56,33.0,1.81,3.5,0.19,0.06,0.0,61.0,51.71,82.0,1.21,0.0,0.19,0.0,0.0,25.0,0.03,0.0,0.0
39,49.0,1.53,2.13,1.19,0.26,58.0,0.09,0.06,11.4,0.34,0.0,3.49,6.81,0.09,0.09,0.0,44.0,43.64,83.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,63.0,0.82,1.41,0.89,0.22,63.0,0.0,0.02,7.21,0.22,63.0,2.3,5.95,0.52,0.52,0.0,52.0,41.92,88.0,1.56,0.07,0.37,40.0,0.0,22.0,0.1,0.0,0.05
41,28.0,3.96,1.55,1.48,0.0,28.0,0.23,0.15,5.36,0.31,43.0,1.32,2.25,0.0,0.31,0.0,18.0,14.15,77.0,1.66,0.23,0.78,30.0,1.01,59.0,0.24,0.0,0.07
42,51.0,0.69,0.55,0.69,0.14,44.0,0.14,0.22,9.96,0.62,56.0,3.02,3.78,0.14,0.48,0.0,52.0,34.01,82.0,1.57,0.0,0.07,0.0,0.0,0.0,0.01,0.0,0.0
43,43.0,0.73,0.91,1.46,0.0,56.0,0.0,0.25,14.09,2.93,33.0,2.93,3.84,0.37,0.55,0.0,63.0,52.68,86.0,2.26,0.18,0.18,100.0,0.0,50.0,0.07,0.0,0.48
44,51.0,1.52,1.36,0.96,0.24,47.0,0.0,0.08,13.05,2.8,55.0,3.2,3.28,0.08,0.56,0.0,65.0,34.35,79.0,2.03,0.08,0.16,50.0,0.0,25.0,0.03,0.08,0.22
45,42.0,1.94,0.97,0.76,0.11,33.0,0.11,0.34,13.29,0.54,56.0,0.65,1.3,0.0,0.11,0.0,50.0,24.09,76.0,2.64,0.22,1.73,13.0,1.3,43.0,0.55,0.0,0.04
46,49.0,2.14,1.22,0.71,0.2,36.0,0.1,0.29,16.0,2.34,65.0,3.47,4.28,0.31,0.1,0.0,59.0,47.8,82.0,2.0,0.2,0.61,33.0,0.0,25.0,0.11,0.1,0.18
47,65.0,1.6,3.0,1.3,0.4,65.0,0.0,0.04,6.79,0.5,53.0,4.79,5.69,0.3,0.4,0.0,75.0,40.65,85.0,1.86,0.0,0.1,0.0,0.0,0.0,0.04,0.0,0.0
48,63.0,2.32,2.58,0.64,0.26,53.0,0.13,0.15,19.7,3.61,0.0,1.67,3.09,0.26,0.26,0.0,92.0,46.48,83.0,1.46,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
49,0.0,0.0,0.31,0.0,0.0,100.0,0.0,0.0,1.57,0.0,0.0,0.16,3.46,0.31,0.0,0.0,0.0,31.1,92.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,51.0,4.21,5.83,0.52,0.06,58.0,0.06,0.05,12.12,0.32,44.0,0.84,2.01,0.0,0.13,0.0,46.0,20.86,64.0,0.87,0.45,1.36,33.0,1.1,44.0,0.52,0.13,0.06
51,62.0,2.36,4.32,1.63,0.16,65.0,0.0,0.02,7.0,0.16,100.0,4.15,7.25,0.49,0.57,0.0,55.0,40.48,81.0,1.17,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
52,46.0,2.14,1.43,1.43,0.36,40.0,0.18,0.13,13.04,0.18,71.0,3.93,4.46,0.54,0.36,0.0,41.0,50.54,82.0,2.64,0.18,0.54,33.0,0.0,25.0,0.12,0.0,0.26
53,46.0,1.26,0.72,0.36,0.18,36.0,0.36,0.45,17.43,1.98,52.0,1.44,1.8,0.0,0.0,0.0,75.0,33.95,81.0,5.13,0.0,0.54,0.0,0.0,31.0,0.15,0.0,0.0
54,56.0,2.26,2.94,1.28,0.2,57.0,0.1,0.13,11.58,1.18,0.0,2.75,5.5,0.49,0.1,0.0,71.0,31.7,72.0,1.1,0.1,0.2,50.0,0.0,67.0,0.04,0.0,0.26
55,54.0,1.45,0.73,1.09,0.18,33.0,0.55,0.19,20.0,2.18,67.0,2.36,3.45,0.36,0.0,0.0,69.0,52.73,85.0,3.85,0.0,0.18,0.0,0.0,33.0,0.1,0.0,0.0
56,59.0,0.72,1.44,1.03,0.21,67.0,0.1,0.03,11.86,1.03,73.0,3.71,6.39,0.31,0.31,0.0,69.0,44.23,81.0,1.81,0.0,0.1,0.0,0.0,14.0,0.03,0.0,0.0
57,57.0,1.47,3.3,1.28,0.0,69.0,0.0,0.24,21.63,1.1,0.0,4.4,4.4,0.18,0.18,0.0,42.0,51.51,80.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,50.0,0.96,1.06,1.25,0.19,52.0,0.19,0.19,15.72,3.38,56.0,5.4,4.82,0.29,0.1,0.0,50.0,52.57,81.0,2.89,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
59,0.0,0.0,0.18,0.0,0.18,100.0,0.0,0.0,3.74,0.0,0.0,0.06,3.19,0.25,0.0,0.0,0.0,31.04,82.0,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,50.0,1.52,1.17,2.15,0.45,43.0,0.0,0.06,13.89,0.18,50.0,3.14,4.21,0.0,0.27,0.0,60.0,42.22,88.0,1.76,0.09,0.36,25.0,0.0,50.0,0.09,0.09,0.09
61,47.0,0.57,0.34,0.69,0.11,38.0,0.23,0.26,16.09,0.8,67.0,2.53,2.99,0.11,0.0,0.0,36.0,32.76,76.0,2.55,0.23,0.92,25.0,0.92,57.0,0.22,0.0,0.12
62,46.0,1.1,1.2,0.3,0.0,52.0,0.1,0.28,17.1,4.2,31.0,2.2,3.1,0.0,0.2,0.0,55.0,32.1,70.0,2.2,0.0,0.4,0.0,0.0,25.0,0.08,0.0,0.0
63,68.0,1.36,3.95,1.48,0.49,74.0,0.0,0.01,3.58,0.0,0.0,1.97,7.03,0.62,0.25,0.0,75.0,37.73,83.0,0.69,0.0,0.12,0.0,0.0,0.0,0.09,0.0,0.0
64,66.0,1.04,1.59,0.76,0.14,61.0,0.0,0.0,4.9,0.0,75.0,4.42,7.81,0.48,0.83,0.0,67.0,42.96,89.0,1.29,0.0,0.14,0.0,0.0,50.0,0.03,0.0,0.0
65,0.0,0.0,0.47,0.0,0.0,100.0,0.0,0.0,1.4,0.0,0.0,0.0,3.03,0.23,0.0,0.0,0.0,31.71,89.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,37.0,1.73,0.54,0.87,0.0,24.0,0.0,0.25,19.28,2.17,61.0,4.01,2.92,0.11,0.11,0.0,35.0,43.43,75.0,2.64,0.11,0.43,25.0,0.0,36.0,0.06,0.0,0.18
67,0.0,0.0,0.06,0.0,0.06,100.0,0.0,0.0,3.29,0.0,0.0,0.19,5.16,0.12,0.0,0.0,67.0,33.56,85.0,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,70.0,1.06,3.94,0.56,0.19,79.0,0.0,0.04,5.88,0.13,82.0,2.0,7.88,0.38,0.88,0.0,56.0,41.47,86.0,1.13,0.0,0.06,0.0,0.0,33.0,0.01,0.0,0.0
69,48.0,1.09,0.0,0.36,0.0,0.0,0.18,0.21,16.58,1.09,73.0,0.91,1.46,0.0,0.0,0.0,60.0,34.43,88.0,4.14,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
70,48.0,0.35,0.63,0.42,0.28,64.0,0.14,0.17,18.69,0.35,67.0,6.39,4.64,0.28,0.28,0.0,44.0,73.21,87.0,1.72,0.07,0.07,100.0,0.0,40.0,0.02,0.0,0.23
71,53.0,0.44,0.25,0.19,0.06,36.0,0.06,0.15,12.41,1.14,53.0,1.52,3.36,0.25,0.38,0.0,71.0,48.2,87.0,1.57,0.0,0.13,0.0,0.0,0.0,0.02,0.0,0.0
72,40.0,1.71,1.14,1.43,0.0,40.0,0.29,0.24,22.54,1.0,67.0,2.71,2.57,0.14,0.14,0.0,63.0,62.9,84.0,2.82,0.14,1.0,14.0,0.0,33.0,0.14,0.0,0.15
73,73.0,1.11,2.39,0.34,0.0,68.0,0.0,0.03,4.44,0.09,0.0,1.36,5.46,0.09,0.51,0.17,81.0,37.71,90.0,1.3,0.0,0.09,0.0,0.0,0.0,0.01,0.0,0.0
74,34.0,2.61,1.0,3.62,0.2,28.0,0.0,0.07,18.28,0.4,47.0,2.61,1.61,0.2,0.0,0.0,31.0,38.37,83.0,3.33,0.4,1.0,40.0,0.0,57.0,0.21,0.0,0.38
75,36.0,1.49,0.47,0.31,0.08,24.0,0.16,0.35,15.91,4.0,48.0,1.57,1.02,0.0,0.08,0.0,65.0,26.03,67.0,2.45,0.39,0.78,50.0,0.55,39.0,0.28,0.0,0.11
76,43.0,1.04,0.75,1.04,0.15,42.0,0.15,0.2,16.54,1.04,49.0,2.24,2.24,0.15,0.0,0.0,47.0,29.95,80.0,4.73,0.0,0.89,0.0,0.0,15.0,0.17,0.0,0.0
77,0.0,0.0,0.4,0.0,0.07,100.0,0.0,0.0,2.41,0.0,0.0,0.2,4.02,0.07,0.0,0.0,33.0,27.86,84.0,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,58.0,1.52,1.52,1.67,0.0,50.0,0.0,0.06,21.44,0.15,95.0,4.26,4.71,0.46,0.15,0.0,36.0,56.25,91.0,2.86,0.15,0.46,33.0,0.0,33.0,0.15,0.15,0.16
79,0.0,0.0,0.23,0.08,0.08,100.0,0.0,0.0,3.36,0.0,0.0,0.15,2.44,0.08,0.0,0.0,50.0,29.24,88.0,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,65.0,0.0,1.31,1.31,0.49,100.0,0.0,0.0,8.66,0.0,88.0,5.06,3.1,0.0,0.16,0.0,58.0,48.68,90.0,2.39,0.16,0.16,100.0,0.0,33.0,0.13,0.0,0.2
81,53.0,0.95,1.43,1.59,0.16,60.0,0.16,0.27,10.81,0.32,50.0,3.66,3.02,0.0,0.32,0.0,48.0,37.05,85.0,1.58,0.0,0.16,0.0,0.0,0.0,0.02,0.0,0.0
82,0.0,0.0,0.16,0.0,0.08,100.0,0.0,0.0,2.27,0.0,0.0,0.23,3.13,0.23,0.0,0.0,67.0,30.37,84.0,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.19,0.0,0.0,100.0,0.0,0.0,4.54,0.0,0.0,0.06,2.66,0.26,0.0,0.0,100.0,28.62,83.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,49.0,1.08,0.94,0.43,0.14,46.0,0.14,0.09,16.69,2.89,29.0,2.67,5.42,0.14,0.14,0.0,43.0,60.46,86.0,2.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
85,0.0,0.0,0.19,0.06,0.06,100.0,0.0,0.0,4.82,0.0,0.0,0.06,3.28,0.26,0.0,0.0,0.0,23.21,80.0,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,30.0,2.73,1.2,1.2,0.17,30.0,0.34,0.56,21.35,2.56,38.0,1.54,0.85,0.0,0.0,0.0,33.0,33.64,65.0,2.74,0.17,0.85,20.0,0.0,38.0,0.19,0.0,0.15
87,0.0,0.0,0.06,0.0,0.12,100.0,0.0,0.0,2.06,0.0,0.0,0.0,2.62,0.31,0.0,0.0,0.0,21.5,83.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,42.0,0.77,0.77,1.0,0.11,50.0,0.11,0.15,14.28,2.66,32.0,2.44,3.76,0.22,0.33,0.0,41.0,44.83,77.0,2.28,0.11,0.22,50.0,0.0,40.0,0.03,0.0,0.41
89,56.0,2.39,2.98,2.01,0.37,56.0,0.0,0.0,8.2,0.07,62.0,2.46,4.18,0.0,0.07,0.0,61.0,36.39,85.0,1.3,0.0,0.3,0.0,0.0,13.0,0.08,0.0,0.0
90,52.0,1.35,1.73,2.31,0.1,56.0,0.0,0.07,8.46,0.29,80.0,5.58,6.63,0.58,0.38,0.0,43.0,39.52,88.0,1.25,0.1,0.1,100.0,0.0,33.0,0.01,0.0,1.6
91,55.0,1.51,1.01,1.17,0.17,40.0,0.0,0.07,14.25,0.34,0.0,3.69,4.36,0.34,0.0,0.0,59.0,53.13,83.0,2.01,0.17,0.34,50.0,0.0,25.0,0.06,0.0,0.49
92,0.0,0.0,0.2,0.0,0.0,100.0,0.0,0.0,3.58,0.0,0.0,0.2,3.32,0.2,0.0,0.0,33.0,33.47,87.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,47.0,0.37,0.91,0.18,0.0,71.0,0.0,0.12,9.68,2.01,0.0,3.47,4.75,0.18,0.37,0.18,32.0,25.19,76.0,1.54,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
94,56.0,2.12,1.47,1.84,0.37,41.0,0.0,0.23,10.32,0.55,75.0,3.68,3.87,0.28,0.18,0.0,50.0,27.45,78.0,1.24,0.18,0.83,22.0,0.74,42.0,0.24,0.0,0.07
95,52.0,0.56,1.35,0.56,0.0,71.0,0.0,0.11,16.11,3.38,62.0,2.03,3.6,0.56,0.23,0.0,61.0,44.61,82.0,2.94,0.0,0.23,50.0,0.0,67.0,0.01,0.0,0.0
96,77.0,0.94,2.24,0.24,0.0,70.0,0.0,0.0,3.76,0.0,75.0,1.53,2.82,0.59,0.47,0.0,85.0,40.59,94.0,1.69,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
97,64.0,2.22,2.56,0.82,0.12,54.0,0.0,0.01,4.78,0.0,100.0,2.8,7.23,1.05,0.58,0.0,63.0,46.52,85.0,1.51,0.12,0.23,50.0,0.0,67.0,0.04,0.12,0.31
98,0.0,0.0,0.21,0.0,0.0,100.0,0.0,0.0,1.79,0.0,0.0,0.0,2.94,0.21,0.0,0.0,0.0,28.3,87.0,6.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,53.0,1.4,0.89,1.4,0.38,39.0,0.0,0.0,7.15,0.13,75.0,4.98,4.34,0.26,0.13,0.0,59.0,45.45,93.0,1.99,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
100,46.0,1.5,0.67,1.0,0.33,31.0,0.33,0.31,24.33,3.67,63.0,5.33,1.83,0.0,0.17,0.0,50.0,42.5,72.0,2.95,0.67,1.5,44.0,1.33,53.0,0.58,0.17,0.19
101,44.0,1.27,1.06,2.33,0.42,45.0,0.21,0.28,19.67,3.28,39.0,5.39,4.76,0.0,0.42,0.0,51.0,41.88,68.0,1.5,0.21,0.53,60.0,0.0,29.0,0.1,0.0,0.22
102,24.0,1.49,0.08,0.33,0.08,5.0,0.17,0.27,14.13,0.99,39.0,1.49,2.23,0.08,0.08,0.0,22.0,35.04,83.0,2.22,0.25,1.16,21.0,0.83,43.0,0.43,0.08,0.05
103,65.0,1.66,3.05,1.4,0.17,65.0,0.0,0.02,3.84,0.26,73.0,2.27,5.58,0.26,0.61,0.0,62.0,34.01,85.0,1.28,0.17,0.7,25.0,0.52,43.0,0.17,0.0,0.09
104,34.0,2.66,1.09,0.85,0.24,29.0,0.12,0.12,7.86,0.6,64.0,0.85,1.33,0.12,0.0,0.0,29.0,14.88,68.0,1.73,0.36,0.6,60.0,0.85,44.0,0.34,0.0,0.13
105,57.0,1.02,1.28,1.11,0.17,56.0,0.17,0.36,20.09,2.3,50.0,3.75,4.43,0.34,0.26,0.0,50.0,46.92,77.0,1.57,0.0,0.09,0.0,0.0,50.0,0.01,0.0,0.0
106,52.0,0.91,0.37,1.46,0.18,29.0,0.0,0.13,21.54,4.02,71.0,4.38,4.2,0.18,0.37,0.0,50.0,50.02,86.0,3.5,0.0,0.18,0.0,0.0,0.0,0.04,0.0,0.0
107,53.0,2.56,3.1,1.39,0.32,55.0,0.11,0.1,12.49,0.75,92.0,1.71,3.31,0.11,0.11,0.0,56.0,33.31,81.0,2.57,0.11,0.43,25.0,0.64,43.0,0.2,0.0,0.06
108,0.0,0.0,0.12,0.0,0.0,100.0,0.0,0.0,0.75,0.0,0.0,0.06,2.74,0.19,0.0,0.0,0.0,31.18,88.0,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,72.0,0.67,2.99,1.06,0.1,82.0,0.0,0.03,5.4,0.1,100.0,2.6,5.01,0.58,1.06,0.0,59.0,34.11,83.0,1.29,0.1,0.29,33.0,0.0,60.0,0.14,0.0,0.07
110,28.0,3.97,0.43,0.71,0.0,10.0,0.28,0.51,11.34,0.71,47.0,0.71,1.84,0.0,0.14,0.0,40.0,20.69,82.0,2.34,0.43,0.85,50.0,0.99,70.0,0.19,0.0,0.32
111,37.0,1.31,0.58,0.95,0.07,31.0,0.07,0.36,19.51,4.0,31.0,2.69,2.4,0.0,0.07,0.0,46.0,35.02,73.0,2.04,0.15,0.8,18.0,0.87,63.0,0.15,0.0,0.07
112,52.0,0.89,0.51,0.76,0.25,36.0,0.0,0.2,17.46,2.42,64.0,3.95,2.93,0.13,0.13,0.0,68.0,36.2,75.0,2.83,0.0,0.51,0.0,0.0,33.0,0.19,0.0,0.0
113,53.0,1.71,0.66,1.71,0.38,28.0,0.28,0.36,13.07,1.71,39.0,4.17,4.17,0.28,0.28,0.0,64.0,36.57,80.0,1.74,0.0,0.0,0.0,0.0,33.0,0.02,0.0,0.0
114,63.0,0.99,2.64,1.32,0.5,73.0,0.0,0.0,1.98,0.0,50.0,4.13,4.79,0.33,1.32,0.0,60.0,37.32,91.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,40.0,6.19,2.49,1.39,0.09,29.0,0.09,0.05,9.61,0.46,0.0,1.11,3.05,0.09,0.18,0.0,50.0,18.11,65.0,1.24,0.37,1.2,31.0,1.29,64.0,0.24,0.0,0.14
