,"CHALLENGES WON, %",AIR CHALLENGES LOST,AIR CHALLENGES WON,FOULS,YELLOW CARDS,"AIR CHALLENGES, %",ASSISTS,EXPECTED ASSISTS (XA),PASSES INTO FINAL THIRD,CROSSES,"SUCCESSFUL DRIBBLES, %",TACKLES,PASS INTERCEPTIONS,ERRORS LEADING TO GOAL,BLOCKED SHOTS,CLEARANCES,"TACKLES WON, %",PASSES,"PASS COMPLETION, %",PASSING SPEED,GOALS,BIG CHANCES,"CONVERSION OF BIG CHANCES, %",SHOTS ON TARGET,"SHOTS ON TARGET CONVERSION RATE, %",EXPECTED GOALS (XG),GOALS WITH HEAD,XG CONVERSION
44,2.12,43.61,83.0,43.0,53.0,43.0,1.14,0.16,0.82,0.16,13.0,0.49,0.45,23.68,3.59,55.0,2.45,1.31,0.0,0.0,0.0,53.0,43.61,83.0,3.1,0.16,0.65,25.0
45,0.65,25.0,0.62,52.0,40.0,39.0,5.03,3.4,1.57,0.33,40.0,0.13,0.17,12.02,0.78,52.0,1.44,2.02,0.2,0.13,0.0,41.0,21.03,70.0,0.9,0.65,2.61,25.0
46,3.38,5.02,61.0,70.0,0.0,61.0,0.29,0.68,1.06,0.29,70.0,0.1,0.22,15.92,2.32,0.0,3.38,5.02,0.48,0.19,0.0,49.0,54.21,87.0,1.75,0.0,0.0,0.0
47,3.98,3.98,63.0,52.0,0.0,63.0,0.86,0.94,0.94,0.16,52.0,0.23,0.1,12.33,1.17,68.0,3.98,3.98,0.16,0.23,0.0,73.0,43.71,84.0,1.86,0.0,0.16,50.0
48,1.31,54.52,84.0,43.0,50.0,43.0,1.49,0.75,0.56,0.0,33.0,0.56,0.61,23.71,1.12,63.0,4.11,1.87,0.19,0.19,0.19,50.0,54.52,84.0,3.1,0.19,0.75,25.0
49,0.51,67.02,94.0,43.0,36.0,43.0,0.1,0.2,1.32,0.2,67.0,0.0,0.21,21.15,0.1,68.0,5.08,3.46,0.0,0.0,0.0,36.0,67.02,94.0,2.78,0.0,0.2,0.0
50,2.04,6.44,68.0,78.0,0.0,68.0,0.74,2.6,0.74,0.12,78.0,0.19,0.07,11.46,0.68,92.0,2.04,6.44,0.31,0.99,0.0,64.0,46.33,85.0,1.57,0.06,0.37,17.0
51,0.79,47.06,87.0,55.0,59.0,55.0,1.93,2.46,0.53,0.09,56.0,0.0,0.13,18.61,0.97,55.0,2.55,3.34,0.18,0.09,0.0,59.0,47.06,87.0,1.68,0.0,0.18,0.0
52,1.65,61.68,80.0,48.0,39.0,48.0,0.89,0.19,0.95,0.13,18.0,0.25,0.41,28.2,1.78,76.0,3.76,2.86,0.06,0.06,0.0,39.0,61.68,80.0,1.51,0.06,0.32,20.0
53,34.0,1.97,0.68,1.22,0.2,26.0,0.2,0.32,21.79,2.51,47.0,1.97,3.39,0.14,0.0,0.0,41.0,43.3,82.0,2.4,0.27,0.95,29.0,0.88,45.0,0.24,0.0,0.08
54,0.88,39.38,76.0,50.0,57.0,50.0,1.75,2.0,1.75,0.38,53.0,0.0,0.13,12.12,3.12,64.0,2.88,3.12,0.12,0.12,0.0,57.0,39.38,76.0,2.51,0.25,0.88,29.0
55,70.0,1.07,2.27,0.47,0.07,68.0,0.07,0.03,6.55,0.0,100.0,1.27,5.14,0.07,0.6,0.0,74.0,46.37,88.0,1.49,0.07,0.13,50.0,0.0,100.0,0.09,0.0,0.05
56,0.8,33.42,76.0,53.0,59.0,53.0,2.26,2.66,1.33,0.13,54.0,0.13,0.21,16.91,1.33,66.0,2.26,3.06,0.27,0.27,0.0,59.0,33.42,76.0,2.58,0.27,1.33,20.0
57,68.0,1.57,2.55,0.59,0.0,62.0,0.0,0.01,4.77,0.07,100.0,1.83,5.88,0.59,0.72,0.0,68.0,60.54,91.0,1.39,0.0,0.26,0.0,0.0,13.0,0.09,0.0,0.0
58,2.67,3.91,58.0,73.0,0.0,58.0,0.53,1.42,0.71,0.18,73.0,0.0,0.12,11.92,0.18,57.0,2.67,3.91,0.0,0.0,0.0,53.0,65.99,92.0,2.12,0.0,0.18,0.0
59,0.32,32.87,81.0,58.0,60.0,58.0,2.17,2.29,1.21,0.06,51.0,0.06,0.1,8.6,0.32,0.0,3.95,4.39,0.06,0.38,0.0,60.0,32.87,81.0,0.97,0.06,0.76,17.0
60,1.8,41.48,77.0,32.0,22.0,32.0,1.35,0.38,0.3,0.0,22.0,0.38,0.64,20.48,1.8,65.0,2.7,1.95,0.08,0.15,0.0,22.0,41.48,77.0,1.79,0.38,1.05,36.0
61,0.65,31.16,83.0,56.0,71.0,56.0,2.91,2.34,1.61,0.32,45.0,0.08,0.16,8.96,0.32,76.0,4.2,3.63,0.08,0.16,0.0,71.0,31.16,83.0,1.46,0.0,0.81,10.0
62,1.81,4.3,68.0,67.0,0.0,68.0,1.58,3.28,1.81,0.34,67.0,0.0,0.01,7.12,0.34,100.0,1.81,4.3,0.23,0.45,0.0,88.0,46.92,89.0,1.77,0.11,0.11,100.0
63,3.25,5.42,67.0,58.0,0.0,67.0,1.69,2.29,1.2,0.24,58.0,0.0,0.16,20.36,1.57,70.0,3.25,5.42,0.24,0.36,0.0,89.0,61.08,84.0,1.34,0.0,0.12,0.0
64,0.58,24.0,0.67,53.0,16.0,34.0,2.7,0.51,0.77,0.19,16.0,0.19,0.28,9.31,0.45,53.0,1.28,0.64,0.06,0.06,0.0,35.0,22.61,86.0,1.42,0.58,2.38,24.0
65,4.58,3.84,62.0,58.0,0.0,62.0,1.48,2.07,2.22,0.59,58.0,0.0,0.47,19.95,4.73,67.0,4.58,3.84,0.15,0.15,0.0,68.0,56.9,79.0,2.61,0.0,0.0,0.0
66,1.2,30.71,80.0,38.0,36.0,38.0,1.2,0.66,0.93,0.27,36.0,0.53,0.37,14.49,1.33,60.0,2.92,1.06,0.0,0.0,0.0,36.0,30.71,80.0,2.1,0.27,1.06,25.0
67,1.89,2.98,70.0,81.0,0.0,70.0,0.79,3.48,1.29,0.3,81.0,0.0,0.02,4.97,0.1,0.0,1.89,2.98,0.3,0.79,0.0,84.0,46.29,94.0,2.18,0.0,0.0,0.0
68,2.86,5.87,72.0,72.0,0.07,72.0,0.57,1.5,0.86,0.21,72.0,0.0,0.01,6.95,0.14,90.0,2.86,5.87,0.29,0.43,0.07,73.0,58.07,91.0,1.51,0.0,0.0,0.0
69,0.07,31.63,88.0,59.0,57.0,59.0,1.07,2.88,1.14,0.33,73.0,0.0,0.0,7.82,0.13,70.0,6.55,4.68,0.07,0.2,0.0,57.0,31.63,88.0,0.97,0.13,0.4,33.0
70,0.26,41.66,90.0,58.0,61.0,58.0,0.62,0.7,1.14,0.35,53.0,0.09,0.11,9.67,0.09,73.0,3.87,4.92,0.09,0.26,0.0,61.0,41.66,90.0,1.4,0.0,0.09,0.0
71,63.0,2.02,2.9,0.54,0.13,59.0,0.0,0.0,7.22,0.0,50.0,2.56,7.35,0.27,0.67,0.0,71.0,47.9,88.0,1.32,0.07,0.13,50.0,0.0,20.0,0.1,0.07,0.05
72,0.9,45.23,78.0,59.0,54.0,59.0,0.9,2.0,1.03,0.26,69.0,0.13,0.23,15.42,0.39,88.0,3.48,5.68,0.26,0.58,0.0,54.0,45.23,78.0,1.44,0.19,0.19,100.0
73,1.68,40.96,76.0,42.0,52.0,42.0,1.37,0.91,0.99,0.15,40.0,0.3,0.41,17.28,0.61,49.0,3.5,2.74,0.15,0.15,0.0,52.0,40.96,76.0,2.1,0.08,0.61,13.0
74,0.95,42.8,80.0,34.0,42.0,34.0,3.97,1.55,0.95,0.09,28.0,0.26,0.32,23.99,1.64,38.0,3.88,2.93,0.0,0.0,0.0,42.0,42.8,80.0,2.02,0.26,0.95,27.0
75,0.67,33.69,82.0,42.0,46.0,42.0,1.95,0.6,1.21,0.2,24.0,0.0,0.18,17.85,2.75,62.0,3.49,1.81,0.0,0.0,0.0,46.0,33.69,82.0,2.05,0.13,0.94,21.0
76,0.5,28.6,83.0,47.0,55.0,47.0,1.06,1.21,1.06,0.14,53.0,0.0,0.1,11.57,0.35,63.0,3.12,2.41,0.0,0.07,0.0,55.0,28.6,83.0,1.94,0.28,0.99,29.0
77,0.63,50.54,82.0,60.0,59.0,60.0,1.26,1.71,1.08,0.09,58.0,0.09,0.11,19.37,2.88,64.0,3.33,3.69,0.36,0.18,0.0,59.0,50.54,82.0,1.73,0.0,0.45,20.0
78,0.0,0.0,0.31,58.0,22.0,37.0,2.58,0.74,1.11,0.37,22.0,0.37,0.34,10.88,0.74,58.0,4.24,2.77,0.0,0.0,0.0,39.0,25.27,77.0,2.87,0.0,1.84,0.0
79,3.7,2.56,52.0,71.0,0.0,52.0,0.28,0.71,0.57,0.14,71.0,0.0,0.2,13.36,1.0,50.0,3.7,2.56,0.14,0.0,0.0,62.0,50.33,93.0,2.94,0.14,0.43,33.0
80,0.76,39.38,83.0,42.0,54.0,42.0,1.22,0.3,0.3,0.0,20.0,0.15,0.37,22.04,1.37,70.0,1.98,1.98,0.0,0.0,0.0,54.0,39.38,83.0,3.02,0.15,1.37,11.0
81,2.83,3.94,58.0,36.0,0.0,58.0,0.77,0.43,0.6,0.34,36.0,0.0,0.18,9.76,1.03,67.0,2.83,3.94,0.09,0.26,0.0,58.0,50.01,91.0,2.34,0.0,0.26,33.0
82,2.82,5.8,68.0,70.0,0.0,68.0,0.76,1.75,0.69,0.23,70.0,0.0,0.04,10.98,0.69,77.0,2.82,5.8,0.08,0.53,0.0,70.0,58.5,88.0,1.7,0.08,0.23,33.0
83,0.35,69.11,92.0,70.0,68.0,70.0,0.47,0.7,0.82,0.12,60.0,0.0,0.01,12.72,0.23,80.0,4.44,4.44,0.0,0.23,0.0,68.0,69.11,92.0,2.11,0.0,0.35,0.0
84,0.61,29.0,0.58,50.0,19.0,28.0,2.63,0.61,0.51,0.2,19.0,0.3,0.27,9.92,0.3,50.0,0.61,1.32,0.1,0.1,0.0,17.0,22.37,78.0,1.99,0.61,2.43,29.0
85,0.56,43.89,79.0,58.0,67.0,58.0,0.78,1.34,1.23,0.33,63.0,0.0,0.17,16.26,1.89,25.0,3.34,5.12,0.22,0.33,0.0,67.0,43.89,79.0,2.14,0.11,0.11,100.0
86,1.13,5.03,71.0,77.0,0.0,71.0,0.88,2.89,0.88,0.13,77.0,0.13,0.01,7.16,0.38,100.0,1.13,5.03,0.13,0.38,0.0,78.0,62.85,90.0,1.54,0.0,0.0,0.0
87,1.84,6.69,67.0,61.0,0.0,67.0,1.57,2.49,0.79,0.13,61.0,0.0,0.05,5.25,0.13,60.0,1.84,6.69,0.66,0.13,0.0,64.0,52.48,88.0,1.43,0.0,0.26,0.0
88,0.65,33.0,0.69,29.0,25.0,29.0,3.24,1.08,1.19,0.11,25.0,0.22,0.17,6.69,0.54,29.0,0.65,0.43,0.0,0.0,0.0,50.0,12.09,70.0,1.63,0.65,1.94,33.0
89,2.1,5.31,70.0,70.0,0.0,70.0,1.05,2.43,0.72,0.33,70.0,0.0,0.02,6.03,0.0,100.0,2.1,5.31,0.39,0.72,0.0,63.0,57.73,91.0,1.3,0.0,0.2,33.0
90,1.27,53.24,87.0,49.0,61.0,49.0,0.85,0.21,0.0,0.0,20.0,0.42,0.17,20.7,1.48,68.0,3.8,1.9,0.0,0.21,0.0,61.0,53.24,87.0,3.46,0.0,0.0,0.0
91,3.34,3.48,61.0,55.0,0.0,61.0,1.39,1.67,2.37,0.42,55.0,0.0,0.02,8.5,0.0,100.0,3.34,3.48,0.56,0.56,0.0,75.0,58.93,95.0,1.97,0.0,0.42,0.0
92,1.85,5.16,67.0,66.0,0.0,67.0,1.23,2.39,1.08,0.38,66.0,0.0,0.0,6.08,0.15,58.0,1.85,5.16,0.23,0.54,0.0,83.0,59.05,94.0,2.02,0.15,0.54,29.0
93,2.76,5.78,61.0,54.0,0.0,61.0,2.09,2.49,0.47,0.0,54.0,0.0,0.06,15.2,1.28,59.0,2.76,5.78,0.27,0.27,0.0,71.0,50.92,84.0,1.24,0.0,0.2,33.0
94,0.24,37.81,80.0,58.0,69.0,58.0,0.71,1.43,1.51,0.32,67.0,0.0,0.16,14.7,1.27,70.0,4.85,3.57,0.0,0.32,0.0,69.0,37.81,80.0,1.94,0.0,0.16,50.0
95,1.15,57.93,84.0,47.0,47.0,47.0,0.58,0.58,1.15,0.06,50.0,0.19,0.39,20.61,0.26,62.0,5.89,3.58,0.26,0.19,0.0,47.0,57.93,84.0,1.91,0.13,0.13,100.0
96,1.6,24.31,68.0,46.0,54.0,46.0,3.0,2.16,0.91,0.14,42.0,0.28,0.34,12.33,1.74,57.0,2.44,3.55,0.07,0.28,0.0,54.0,24.31,68.0,1.8,0.35,1.11,38.0
97,2.11,5.05,73.0,68.0,0.0,73.0,1.17,2.46,0.94,0.23,68.0,0.12,0.16,14.2,0.94,71.0,2.11,5.05,0.47,0.35,0.0,67.0,66.88,91.0,2.27,0.0,0.35,0.0
98,0.52,42.0,0.24,61.0,39.0,42.0,1.47,0.94,0.73,0.0,39.0,0.31,0.47,20.03,2.41,61.0,3.15,2.62,0.1,0.1,0.0,47.0,46.99,81.0,2.71,0.52,1.26,42.0
99,0.08,42.17,92.0,71.0,64.0,71.0,0.71,2.43,0.63,0.31,78.0,0.0,0.0,7.07,0.0,50.0,2.2,4.48,0.39,1.1,0.0,64.0,42.17,92.0,1.13,0.16,0.71,22.0
100,2.92,6.72,59.0,61.0,0.0,59.0,1.63,2.51,0.75,0.2,61.0,0.0,0.09,13.44,0.95,78.0,2.92,6.72,0.41,0.48,0.0,67.0,47.99,81.0,1.54,0.34,0.75,45.0
101,3.06,6.27,51.0,67.0,0.0,51.0,0.85,1.71,1.07,0.28,67.0,0.07,0.24,21.15,1.42,50.0,3.06,6.27,0.14,0.21,0.0,51.0,66.57,88.0,1.48,0.0,0.14,0.0
102,1.46,47.33,76.0,56.0,52.0,56.0,0.46,1.28,1.09,0.09,74.0,0.09,0.29,19.88,2.64,67.0,2.83,3.56,0.0,0.64,0.0,52.0,47.33,76.0,2.11,0.27,0.82,44.0
103,1.23,52.08,80.0,46.0,57.0,46.0,0.96,0.21,0.68,0.0,18.0,0.07,0.42,21.76,1.3,69.0,2.53,3.56,0.0,0.0,0.0,57.0,52.08,80.0,1.41,0.14,0.48,29.0
104,2.71,6.62,58.0,59.0,0.0,58.0,1.05,1.51,1.81,0.3,59.0,0.0,0.42,26.19,3.01,67.0,2.71,6.62,0.15,0.15,0.0,67.0,61.71,80.0,1.71,0.0,0.15,0.0
105,0.67,48.56,77.0,50.0,49.0,50.0,0.81,1.21,1.01,0.2,60.0,0.07,0.29,21.02,2.28,43.0,3.83,4.5,0.2,0.27,0.0,49.0,48.56,77.0,1.61,0.27,1.07,25.0
106,0.26,51.06,90.0,61.0,60.0,61.0,1.31,2.44,1.74,0.44,65.0,0.17,0.08,8.71,0.17,100.0,3.75,4.88,0.17,0.35,0.0,60.0,51.06,90.0,1.29,0.09,0.35,25.0
107,2.81,7.36,68.0,68.0,0.0,68.0,1.15,2.45,0.94,0.22,68.0,0.0,0.03,7.07,0.0,83.0,2.81,7.36,0.29,0.65,0.0,69.0,72.32,93.0,1.71,0.0,0.14,0.0
108,0.51,53.96,88.0,49.0,47.0,49.0,1.33,0.82,1.33,0.0,38.0,0.0,0.05,11.57,0.2,82.0,4.61,3.58,0.2,0.0,0.0,47.0,53.96,88.0,1.69,0.1,0.1,100.0
109,1.56,37.36,86.0,40.0,37.0,40.0,0.87,0.69,0.87,0.0,44.0,0.52,0.26,19.98,0.69,50.0,3.3,3.47,0.0,0.0,0.0,37.0,37.36,86.0,4.36,0.52,3.13,17.0
110,0.69,5.81,72.0,62.0,0.0,72.0,1.11,1.8,0.41,0.14,62.0,0.0,0.01,6.77,0.0,86.0,0.69,5.81,0.28,0.0,0.0,60.0,58.06,92.0,2.01,0.14,0.14,100.0
111,0.17,43.0,0.22,53.0,46.0,43.0,3.7,3.11,1.85,0.17,46.0,0.17,0.31,18.74,2.69,53.0,1.93,2.1,0.0,0.17,0.0,57.0,31.51,75.0,1.97,0.17,0.59,43.0
112,1.67,6.95,72.0,73.0,0.0,72.0,1.55,4.25,0.26,0.0,73.0,0.0,0.08,6.82,0.13,0.0,1.67,6.95,0.52,0.9,0.0,69.0,36.82,81.0,0.78,0.0,0.13,0.0
113,64.0,0.97,1.49,0.89,0.3,61.0,0.07,0.08,7.59,0.3,100.0,2.31,7.21,0.07,0.52,0.0,42.0,59.65,91.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.66,43.0,0.67,43.0,29.0,35.0,3.53,1.43,1.87,0.11,29.0,0.11,0.41,16.41,0.77,43.0,2.31,2.2,0.0,0.22,0.0,52.0,32.28,81.0,2.52,0.66,1.54,43.0
115,0.36,48.45,88.0,59.0,45.0,59.0,0.79,1.51,1.29,0.29,66.0,0.0,0.06,11.72,0.22,80.0,2.23,5.18,0.0,0.14,0.0,45.0,48.45,88.0,1.33,0.14,0.22,67.0
116,4.15,4.41,59.0,51.0,0.0,59.0,1.41,1.47,1.02,0.13,51.0,0.13,0.22,17.12,1.85,57.0,4.15,4.41,0.32,0.32,0.0,69.0,55.38,88.0,1.33,0.06,0.38,17.0
117,0.82,62.42,87.0,56.0,45.0,56.0,0.55,0.55,0.75,0.14,50.0,0.14,0.4,25.79,0.62,86.0,3.64,2.81,0.14,0.41,0.0,45.0,62.42,87.0,1.79,0.0,0.27,0.0
118,3.96,4.97,69.0,54.0,0.0,69.0,1.28,1.48,1.48,0.2,54.0,0.0,0.06,18.94,2.96,83.0,3.96,4.97,0.13,0.07,0.0,71.0,55.95,83.0,1.73,0.0,0.0,0.0
119,1.02,7.37,67.0,65.0,0.0,67.0,1.52,2.79,0.44,0.0,65.0,0.0,0.01,5.59,0.06,86.0,1.02,7.37,0.25,0.38,0.0,63.0,58.81,91.0,2.26,0.0,0.06,0.0
120,1.21,49.22,86.0,44.0,47.0,44.0,1.77,1.13,1.37,0.16,39.0,0.16,0.2,18.9,0.97,69.0,3.06,3.38,0.08,0.32,0.0,47.0,49.22,86.0,1.98,0.08,0.88,9.0
121,1.41,49.02,84.0,43.0,50.0,43.0,1.61,0.4,1.61,0.4,20.0,0.0,0.13,18.88,0.6,0.0,4.02,4.82,0.2,0.0,0.0,50.0,49.02,84.0,2.31,0.2,0.8,25.0
122,1.54,6.66,67.0,65.0,0.0,67.0,1.23,2.26,0.72,0.1,65.0,0.0,0.01,6.15,0.21,67.0,1.54,6.66,0.41,0.62,0.0,60.0,51.46,89.0,1.78,0.0,0.1,0.0
123,0.38,29.28,85.0,31.0,38.0,31.0,2.03,0.76,0.25,0.0,27.0,0.13,0.19,14.2,0.25,50.0,1.01,1.01,0.0,0.0,0.0,38.0,29.28,85.0,2.03,0.25,0.38,67.0
124,0.88,25.25,76.0,58.0,62.0,58.0,2.38,2.88,1.5,0.25,55.0,0.25,0.2,9.0,0.5,82.0,3.25,2.62,0.25,0.25,0.0,62.0,25.25,76.0,2.75,0.25,1.25,20.0
125,4.3,5.36,57.0,59.0,0.0,57.0,0.92,1.34,0.63,0.21,59.0,0.0,0.16,16.08,1.69,56.0,4.3,5.36,0.21,0.28,0.0,59.0,45.71,81.0,1.85,0.14,0.14,100.0
126,0.4,45.15,90.0,59.0,65.0,59.0,0.6,1.91,0.81,0.1,76.0,0.0,0.06,13.0,0.2,62.0,2.02,3.73,0.2,0.2,0.0,65.0,45.15,90.0,1.89,0.0,0.6,0.0
127,1.18,33.68,81.0,33.0,15.0,33.0,1.18,0.59,1.03,0.44,33.0,0.15,0.3,16.47,1.91,49.0,1.91,1.62,0.0,0.0,0.0,15.0,33.68,81.0,4.1,0.29,2.06,21.0
128,2.11,5.28,71.0,66.0,0.0,71.0,0.99,1.92,0.43,0.19,66.0,0.0,0.02,5.9,0.25,100.0,2.11,5.28,0.25,0.56,0.0,71.0,46.86,92.0,1.71,0.06,0.25,25.0
129,1.6,43.08,74.0,42.0,52.0,42.0,0.88,0.08,1.36,0.08,8.0,0.4,0.38,22.82,7.37,55.0,3.36,2.88,0.08,0.08,0.0,52.0,43.08,74.0,2.17,0.08,0.24,33.0
130,0.9,23.97,78.0,33.0,39.0,33.0,2.64,1.21,0.53,0.08,31.0,0.15,0.19,12.06,1.06,53.0,1.36,1.28,0.0,0.15,0.0,39.0,23.97,78.0,2.22,0.3,1.66,18.0
131,1.48,4.58,53.0,54.0,0.0,53.0,1.21,1.41,0.54,0.13,54.0,0.0,0.3,20.55,3.17,20.0,1.48,4.58,0.13,0.47,0.0,45.0,56.45,82.0,1.42,0.0,0.13,0.0
132,0.4,49.98,84.0,59.0,64.0,59.0,1.4,2.41,1.4,0.27,63.0,0.0,0.09,12.96,0.4,71.0,4.94,5.01,0.07,0.2,0.0,64.0,49.98,84.0,1.5,0.07,0.2,33.0
133,1.15,56.44,81.0,45.0,41.0,45.0,0.74,0.66,0.49,0.08,47.0,0.33,0.15,22.89,1.48,57.0,2.22,3.36,0.25,0.33,0.0,41.0,56.44,81.0,1.48,0.08,0.82,10.0
134,0.62,53.78,92.0,61.0,59.0,61.0,0.31,1.71,1.09,0.16,85.0,0.0,0.09,18.81,0.31,67.0,5.28,2.8,0.0,0.47,0.0,59.0,53.78,92.0,4.32,0.0,0.0,0.0
135,2.21,5.63,69.0,73.0,0.0,69.0,0.99,2.65,0.33,0.0,73.0,0.0,0.09,10.05,0.0,80.0,2.21,5.63,0.33,0.44,0.0,55.0,76.2,92.0,2.73,0.0,0.33,0.0
136,0.28,18.0,0.31,35.0,51.0,40.0,3.5,3.69,2.08,0.28,51.0,0.0,0.27,15.43,0.66,35.0,2.74,2.56,0.0,0.0,0.0,45.0,26.97,82.0,1.92,0.28,1.61,18.0
137,0.0,0.0,0.09,0.0,0.0,100.0,0.0,0.0,1.28,0.0,0.0,0.17,2.9,0.17,0.0,0.0,50.0,34.41,92.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,66.0,1.63,4.57,0.9,0.33,74.0,0.0,0.0,3.26,0.08,0.0,3.91,7.26,0.33,0.41,0.0,73.0,33.26,87.0,0.9,0.08,0.24,33.0,0.0,25.0,0.09,0.08,0.07
